y,z,theta
0.85483871,0.53225806,5.623016298617e-01
0.88709677,0.53225806,5.517239529802e-01
0.91935484,0.53225806,5.400166430047e-01
0.95161290,0.53225806,5.275582869868e-01
0.98387097,0.53225806,5.148829018388e-01
1.00000000,0.53225806,5.000000000000e-01
0.00000000,0.56451613,1.000000000000e+00
0.01612903,0.56451613,9.400497411851e-01
0.04838710,0.56451613,9.069108639919e-01
0.08064516,0.56451613,8.744146254066e-01
0.11290323,0.56451613,8.471571441200e-01
0.14516129,0.56451613,8.240354543841e-01
0.17741935,0.56451613,8.038325846032e-01
0.20967742,0.56451613,7.856997485755e-01
0.24193548,0.56451613,7.690508128161e-01
0.27419355,0.56451613,7.535048768328e-01
0.30645161,0.56451613,7.388325599740e-01
0.33870968,0.56451613,7.249048311303e-01
0.37096774,0.56451613,7.116507037769e-01
0.40322581,0.56451613,6.990271189148e-01
0.43548387,0.56451613,6.870004723390e-01
0.46774194,0.56451613,6.755370963294e-01
0.50000000,0.56451613,6.645994783922e-01
0.53225806,0.56451613,6.541453983142e-01
0.56451613,0.56451613,6.441279358719e-01
0.59677419,0.56451613,6.344952334879e-01
0.62903226,0.56451613,6.251891115254e-01
0.66129032,0.56451613,6.161444809427e-01
0.69354839,0.56451613,6.072855283787e-01
0.72580645,0.56451613,5.985420998728e-01
0.75806452,0.56451613,5.897987299109e-01
0.79032258,0.56451613,5.809013094377e-01
0.82258065,0.56451613,5.716982182180e-01
0.85483871,0.56451613,5.619752494914e-01
0.88709677,0.56451613,5.514654173331e-01
0.91935484,0.56451613,5.398278777258e-01
0.95161290,0.56451613,5.274363784721e-01
0.98387097,0.56451613,5.148239861715e-01
1.00000000,0.56451613,5.000000000000e-01
0.00000000,0.59677419,1.000000000000e+00
0.01612903,0.59677419,9.397244517576e-01
0.04838710,0.59677419,9.063547992584e-01
0.08064516,0.59677419,8.736097551279e-01
0.11290323,0.59677419,8.461278402511e-01
0.14516129,0.59677419,8.228144548186e-01
0.17741935,0.59677419,8.024518771262e-01
