x,t=0.0025,t=0.005,t=0.015,t=0.04,Steady
0.71000000,5.270029427661e-001,5.547110866759e-001,6.592701308429e-001,7.768256072720e-001,7.916902681040e-001
0.72000000,5.265742062102e-001,5.538397870750e-001,6.566698117529e-001,7.733308225797e-001,7.882574455710e-001
0.73000000,5.261530656188e-001,5.529793930222e-001,6.540413242838e-001,7.697009571841e-001,7.846751722737e-001
0.74000000,5.257392610063e-001,5.521283657980e-001,6.513767817591e-001,7.659215401270e-001,7.809274090417e-001
0.75000000,5.253324940492e-001,5.512848980237e-001,6.486673349996e-001,7.619764082773e-001,7.769962516138e-001
0.76000000,5.249324060026e-001,5.504469875617e-001,6.459030607324e-001,7.578475197493e-001,7.728617260466e-001
0.77000000,5.245385461226e-001,5.496119993040e-001,6.430728343139e-001,7.535147510863e-001,7.685015679386e-001
0.78000000,5.241503294346e-001,5.487765131287e-001,6.401641935867e-001,7.489556777887e-001,7.638909845212e-001
0.79000000,5.237669866003e-001,5.479363050130e-001,6.371631857929e-001,7.441453383630e-001,7.590024003451e-001
0.80000000,5.233875749558e-001,5.470863610150e-001,6.340542047642e-001,7.390559827327e-001,7.538051879862e-001
0.81000000,5.230108508527e-001,5.462207700948e-001,6.308198067126e-001,7.336568063500e-001,7.482653859121e-001
0.82000000,5.226349737258e-001,5.453321828424e-001,6.274405176582e-001,7.279136717620e-001,7.423454063183e-001
0.83000000,5.222573510287e-001,5.444116559139e-001,6.238946282354e-001,7.217888324785e-001,7.360037488956e-001
0.84000000,5.218744892344e-001,5.434484098693e-001,6.201579541493e-001,7.152406243716e-001,7.291946928061e-001
0.85000000,5.214817750450e-001,5.424295337994e-001,6.162035914267e-001,7.082231484271e-001,7.218679718777e-001
0.86000000,5.210730555488e-001,5.413396618849e-001,6.120016584376e-001,7.006860092932e-001,7.139685254891e-001
0.87000000,5.206400958505e-001,5.401606208374e-001,6.075190047621e-001,6.925740594599e-001,7.054362781017e-001
0.88000000,5.201720691598e-001,5.388710530311e-001,6.027189023996e-001,6.838271548348e-001,6.962059316933e-001
0.89000000,5.196549187687e-001,5.374460229812e-001,5.975607472503e-001,6.743799647898e-001,6.862068374646e-001
0.90000000,5.190706214786e-001,5.358566110706e-001,5.919997365875e-001,6.641618432913e-001,6.753629511824e-001
0.91000000,5.183963606433e-001,5.340695022058e-001,5.859865348278e-001,6.530967828589e-001,6.635928987316e-001
0.92000000,5.176036316135e-001,5.320465746430e-001,5.794669469835e-001,6.411034734071e-001,6.508101773153e-001
0.93000000,5.166573078457e-001,5.297444772477e-001,5.723815894671e-001,6.280954903920e-001,6.369235197813e-001
0.94000000,5.155147161158e-001,5.271142388269e-001,5.646655776659e-001,6.139816377752e-001,6.218374493480e-001
0.95000000,5.141247440033e-001,5.241009029413e-001,5.562482397503e-001,5.986664711029e-001,6.054530498709e-001
0.96000000,5.124270848612e-001,5.206431864590e-001,5.470528759744e-001,5.820510375504e-001,5.876689863247e-001
0.97000000,5.103505468881e-001,5.166706406699e-001,5.369893946521e-001,5.640306242939e-001,5.683806930326e-001
0.98000000,5.078266515358e-001,5.121492804449e-001,5.260969356703e-001,5.447651526074e-001,5.477708093435e-001
0.99000000,5.050023277303e-001,5.072796380534e-001,5.147242737281e-001,5.247569302201e-001,5.263686289293e-001
1.00000000,5.000000000000e-001,5.000000000000e-001,5.000000000000e-001,5.000000000000e-001,5.000000000000e-001
