x,t=0.0025,t=0.005,t=0.015,t=0.04,Steady
0.77000000,5.071763940889e-001,5.142566881733e-001,5.402218494530e-001,5.931819921261e-001,6.964162110220e-001
0.78000000,5.070763043723e-001,5.140404130063e-001,5.393371711568e-001,5.902874149295e-001,6.899077452197e-001
0.79000000,5.069754079357e-001,5.138182079926e-001,5.384137876813e-001,5.873300409798e-001,6.832344451550e-001
0.80000000,5.068734106105e-001,5.135885598190e-001,5.374474892325e-001,5.843038362730e-001,6.763923749246e-001
0.81000000,5.067699093782e-001,5.133496283138e-001,5.364337777238e-001,5.812027215096e-001,6.693776551037e-001
0.82000000,5.066643525688e-001,5.130991902017e-001,5.353678568272e-001,5.780205708179e-001,6.621864739655e-001
0.83000000,5.065559874871e-001,5.128345772962e-001,5.342446239390e-001,5.747512106809e-001,6.548150993054e-001
0.84000000,5.064437935000e-001,5.125526104995e-001,5.330586643986e-001,5.713884192720e-001,6.472598908672e-001
0.85000000,5.063263976496e-001,5.122495304552e-001,5.318042479459e-001,5.679259264842e-001,6.395173133458e-001
0.86000000,5.062019703816e-001,5.119209265005e-001,5.304753274943e-001,5.643574145701e-001,6.315839499451e-001
0.87000000,5.060680994089e-001,5.115616659111e-001,5.290655404506e-001,5.606765194785e-001,6.234565165447e-001
0.88000000,5.059216406153e-001,5.111658259073e-001,5.275682126617e-001,5.568768329976e-001,6.151318763450e-001
0.89000000,5.057585465566e-001,5.107266313924e-001,5.259763650028e-001,5.529519057117e-001,6.066070549673e-001
0.90000000,5.055736751031e-001,5.102364015563e-001,5.242827227461e-001,5.488952509155e-001,5.978792560758e-001
0.91000000,5.053605834878e-001,5.096865087778e-001,5.224797277880e-001,5.447003494588e-001,5.889458774274e-001
0.92000000,5.051113166057e-001,5.090673532523e-001,5.205595536677e-001,5.403606557625e-001,5.798045273312e-001
0.93000000,5.048162021897e-001,5.083683567776e-001,5.185141235710e-001,5.358696048065e-001,5.704530414879e-001
0.94000000,5.044636696199e-001,5.075779783849e-001,5.163351310395e-001,5.312206205029e-001,5.608895001832e-001
0.95000000,5.040401126927e-001,5.066837543342e-001,5.140140637733e-001,5.264071256840e-001,5.511122470196e-001
0.96000000,5.035298231619e-001,5.056723678594e-001,5.115422359948e-001,5.214225053428e-001,5.411197730479e-001
0.97000000,5.029146982516e-001,5.045290207725e-001,5.089089329850e-001,5.162636946020e-001,5.309296333467e-001
0.98000000,5.021796444255e-001,5.032525442505e-001,5.061423705213e-001,5.109962361372e-001,5.206681055829e-001
0.99000000,5.013661318414e-001,5.018956028477e-001,5.033127767242e-001,5.057001869863e-001,5.104457236959e-001
1.00000000,5.000000000000e-001,5.000000000000e-001,5.000000000000e-001,5.000000000000e-001,5.000000000000e-001
