y,z,theta
0.00000000,0.11290323,1.000000000000e+00
0.01612903,0.11290323,9.009213834565e-01
0.04838710,0.11290323,8.521992195888e-01
0.08064516,0.11290323,8.035790202566e-01
0.11290323,0.11290323,7.654287128000e-01
0.14516129,0.11290323,7.357482235493e-01
0.17741935,0.11290323,7.121333780518e-01
0.20967742,0.11290323,6.928258821399e-01
0.24193548,0.11290323,6.765866087983e-01
0.27419355,0.11290323,6.625698604898e-01
0.30645161,0.11290323,6.502110684490e-01
0.33870968,0.11290323,6.391358409956e-01
0.37096774,0.11290323,6.290926265155e-01
0.40322581,0.11290323,6.199066178856e-01
0.43548387,0.11290323,6.114502196645e-01
0.46774194,0.11290323,6.036250771582e-01
0.50000000,0.11290323,5.963514328551e-01
0.53225806,0.11290323,5.895617132354e-01
0.56451613,0.11290323,5.831963143014e-01
0.59677419,0.11290323,5.772003778462e-01
0.62903226,0.11290323,5.715210006279e-01
0.66129032,0.11290323,5.661042805326e-01
0.69354839,0.11290323,5.608938123542e-01
0.72580645,0.11290323,5.558267348794e-01
0.75806452,0.11290323,5.508470555486e-01
0.79032258,0.11290323,5.458538739386e-01
0.82258065,0.11290323,5.407386426434e-01
0.85483871,0.11290323,5.353743995966e-01
0.88709677,0.11290323,5.295857628722e-01
0.91935484,0.11290323,5.231400129901e-01
0.95161290,0.11290323,5.161466995916e-01
0.98387097,0.11290323,5.089721703289e-01
1.00000000,0.11290323,5.000000000000e-01
0.00000000,0.14516129,1.000000000000e+00
0.01612903,0.14516129,9.157606311554e-01
0.04838710,0.14516129,8.717516982924e-01
0.08064516,0.14516129,8.274145900507e-01
0.11290323,0.14516129,7.913405040701e-01
0.14516129,0.14516129,7.622641002967e-01
0.17741935,0.14516129,7.383902381152e-01
0.20967742,0.14516129,7.183539562214e-01
0.24193548,0.14516129,7.011439360826e-01
0.27419355,0.14516129,6.860408340024e-01
0.30645161,0.14516129,6.725496963079e-01
0.33870968,0.14516129,6.603350118815e-01
0.37096774,0.14516129,6.491673140886e-01
0.40322581,0.14516129,6.388843346089e-01
0.43548387,0.14516129,6.293652457285e-01
0.46774194,0.14516129,6.205147076030e-01
0.50000000,0.14516129,6.122533532260e-01
0.53225806,0.14516129,6.045120453901e-01
0.56451613,0.14516129,5.972280535843e-01
0.59677419,0.14516129,5.903420745537e-01
0.62903226,0.14516129,5.837954716920e-01
0.66129032,0.14516129,5.775274927128e-01
0.69354839,0.14516129,5.714735871349e-01
0.72580645,0.14516129,5.655629533576e-01
0.75806452,0.14516129,5.597317184589e-01
0.79032258,0.14516129,5.538540508037e-01
0.82258065,0.14516129,5.478141410744e-01
0.85483871,0.14516129,5.414609997501e-01
0.88709677,0.14516129,5.345949690118e-01
0.91935484,0.14516129,5.269573999883e-01
0.95161290,0.14516129,5.187226378386e-01
0.98387097,0.14516129,5.102771727971e-01
1.00000000,0.14516129,5.000000000000e-01
0.00000000,0.17741935,1.000000000000e+00
0.01612903,0.17741935,9.246718298639e-01
0.04838710,0.17741935,8.838555304765e-01
0.08064516,0.17741935,8.428570720338e-01
0.11290323,0.17741935,8.088649272363e-01
0.14516129,0.17741935,7.808513424705e-01
0.17741935,0.17741935,7.573316164534e-01
0.20967742,0.17741935,7.371891901034e-01
0.24193548,0.17741935,7.195864612836e-01
0.27419355,0.17741935,7.039174097635e-01
0.30645161,0.17741935,6.897591031857e-01
0.33870968,0.17741935,6.768218737394e-01
0.37096774,0.17741935,6.649058133061e-01
0.40322581,0.17741935,6.538678511106e-01
0.43548387,0.17741935,6.435994323980e-01
0.46774194,0.17741935,6.340125874688e-01
0.50000000,0.17741935,6.250316813153e-01
0.53225806,0.17741935,6.165885372632e-01
0.56451613,0.17741935,6.086192178505e-01
0.59677419,0.17741935,6.010615388038e-01
0.62903226,0.17741935,5.938525022949e-01
0.66129032,0.17741935,5.869261644884e-01
0.69354839,0.17741935,5.802115050404e-01
