x,t=0.0025,t=0.005,t=0.015,t=0.04,Steady
0.55000000,5.274931782222e-01,5.548845215570e-01,6.570836168976e-01,7.981689267137e-01,8.328060897056e-01
0.56000000,5.271115679021e-01,5.541275728540e-01,6.549746699904e-01,7.953271245815e-01,8.303215261095e-01
0.57000000,5.267351124458e-01,5.533807008594e-01,6.528932457376e-01,7.924504751539e-01,8.277822758374e-01
0.58000000,5.263636679678e-01,5.526435917121e-01,6.508362963568e-01,7.895356774604e-01,8.251838631183e-01
0.59000000,5.259970947216e-01,5.519159410238e-01,6.488008425970e-01,7.865791483393e-01,8.225214586216e-01
0.60000000,5.256352566626e-01,5.511974508279e-01,6.467839360756e-01,7.835769954932e-01,8.197898471180e-01
0.61000000,5.252780210309e-01,5.504878263448e-01,6.447826209973e-01,7.805249887178e-01,8.169833927132e-01
0.62000000,5.249252580073e-01,5.497867724727e-01,6.427939004156e-01,7.774185295111e-01,8.140960024831e-01
0.63000000,5.245768400703e-01,5.490939890855e-01,6.408147388310e-01,7.742526185616e-01,8.111210868082e-01
0.64000000,5.242326416302e-01,5.484091662865e-01,6.388422188044e-01,7.710218210435e-01,8.080515187700e-01
0.65000000,5.238925390018e-01,5.477319776297e-01,6.368730279603e-01,7.677202300539e-01,8.048795912649e-01
0.66000000,5.235564088296e-01,5.470620711224e-01,6.349034619833e-01,7.643414277501e-01,8.015969699306e-01
0.67000000,5.232241277369e-01,5.463990599476e-01,6.329295495478e-01,7.608784438715e-01,7.981946452341e-01
0.68000000,5.228955720803e-01,5.457425087784e-01,6.309471875411e-01,7.573237131282e-01,7.946628819719e-01
0.69000000,5.225706162317e-01,5.450919168181e-01,6.289521599582e-01,7.536690295492e-01,7.909911672269e-01
0.70000000,5.222491308146e-01,5.444466971596e-01,6.269396323119e-01,7.499054971552e-01,7.871681546428e-01
0.71000000,5.219309797969e-01,5.438061527113e-01,6.249042851125e-01,7.460234794631e-01,7.831816077702e-01
0.72000000,5.216160164379e-01,5.431694536872e-01,6.228402818227e-01,7.420125468894e-01,7.790183437164e-01
0.73000000,5.213040771675e-01,5.425356815947e-01,6.207412160478e-01,7.378614220423e-01,7.746641744250e-01
0.74000000,5.209949725811e-01,5.419036951863e-01,6.186000524234e-01,7.335579228422e-01,7.701038476464e-01
0.75000000,5.206884744982e-01,5.412719838850e-01,6.164090639426e-01,7.290889039444e-01,7.653209883795e-01
0.76000000,5.203842983562e-01,5.406386400668e-01,6.141597668252e-01,7.244401972187e-01,7.602980414887e-01
0.77000000,5.200820840769e-01,5.400013722351e-01,6.118428528782e-01,7.195965524023e-01,7.550162164815e-01
0.78000000,5.197814081059e-01,5.393574637319e-01,6.094481196296e-01,7.145415765602e-01,7.494554356001e-01
0.79000000,5.194816989464e-01,5.387035449743e-01,6.069643982164e-01,7.092576739664e-01,7.435942866115e-01
0.80000000,5.191821253208e-01,5.380354506290e-01,6.043794792014e-01,7.037259881590e-01,7.374099819186e-01
0.81000000,5.188815267144e-01,5.373481028758e-01,6.016800366078e-01,6.979263464955e-01,7.308783258137e-01
0.82000000,5.185783450531e-01,5.366353480530e-01,5.988515502925e-01,6.918372085626e-01,7.239736918914e-01
0.83000000,5.182705051585e-01,5.358897744395e-01,5.958782268192e-01,6.854356198449e-01,7.166690128641e-01
0.84000000,5.179551761449e-01,5.351025119815e-01,5.927429215118e-01,6.786971723222e-01,7.089357852739e-01
0.85000000,5.176285246951e-01,5.342630167132e-01,5.894270584947e-01,6.715959738821e-01,7.007440918116e-01
0.86000000,5.172854286781e-01,5.333588429636e-01,5.859105500610e-01,6.641046286415e-01,6.920626440858e-01
0.87000000,5.169191159490e-01,5.323754077893e-01,5.821717195089e-01,6.561942304392e-01,6.828588487670e-01
0.88000000,5.165207343099e-01,5.312957522303e-01,5.781872251362e-01,6.478343719559e-01,6.730989000504e-01
0.89000000,5.160788516459e-01,5.301003062828e-01,5.739319875881e-01,6.389931721121e-01,6.627479013504e-01
0.90000000,5.155788908955e-01,5.287666661648e-01,5.693791217620e-01,6.296373245331e-01,6.517700189596e-01
0.91000000,5.150025120252e-01,5.272693889437e-01,5.644998744437e-01,6.197321699082e-01,6.401286700508e-01
0.92000000,5.143269619822e-01,5.255798146237e-01,5.592635699098e-01,6.092417950159e-01,6.277867468403e-01
0.93000000,5.135244221852e-01,5.236659234464e-01,5.536375643957e-01,5.981291610613e-01,6.147068780274e-01
0.94000000,5.125614007168e-01,5.214922391252e-01,5.475872135716e-01,5.863562638252e-01,6.008517277996e-01
0.95000000,5.113982084534e-01,5.190197796066e-01,5.410758521685e-01,5.738843276940e-01,5.861843317926e-01
0.96000000,5.099886073629e-01,5.162060739859e-01,5.340648031720e-01,5.606740803518e-01,5.706685321761e-01
0.97000000,5.082787560292e-01,5.130032124086e-01,5.265080494248e-01,5.466835558746e-01,5.542675591762e-01
0.98000000,5.062206778623e-01,5.093979112404e-01,5.184653642169e-01,5.320830873620e-01,5.371971365565e-01
0.99000000,5.039321858523e-01,5.055439610344e-01,5.101654254242e-01,5.171796593527e-01,5.198028259904e-01
1.00000000,5.000000000000e-01,5.000000000000e-01,5.000000000000e-01,5.000000000000e-01,5.000000000000e-01
